unique_id,respondent,id,archetype,narr-age,narr-family type,narr-duration,narr-spending,narr-env,narr-income,narr-mortgage percent,narr-credit,prm-house sqft,prm-lot sqft,prm-house age,prm-step,prm-suite,prm-reno_plan,prm-wall_type,prm-wall_age,prm-window_type,prm-window_age,prm-roof_type,prm-roof_age,prm-heat_eff,prm-heat_fuel,prm-heat_age,prm-dhw_eff,prm-dhw_fuel,prm-dhw_age,prm-cool_eff,prm-cool_fuel,prm-cool_age,prm-leakage,prm-maintenance,prm-asbestos,prm_derived_FAR,expqual-field,expqual-field_years,expqual-step_familiar,expqual-market_familiar,resp-likert_step2,resp-likert_step3,resp-likert_step4,resp-likert_step5,resp-likert_higheff,resp-retrofit_teardown_neither,resp-likert_carbon2050,resp-policy1,resp-policy2,resp-policy3,resp-confidence,binary-policyopt1,binary-policyopt2,binary-policyopt3,binary-policyopt4,binary-policyopt5,binary-policyopt6,binary-policyopt7,binary-policyopt8,binary-policyopt9,binary-policyopt10,binary-policyopt11,optimism_int,resp-influential_param,resp-additional_info
4mp1,4,mp1,1,3,5,3,2,1,3,5,2,1,2,2,1,0,0,1,3,1,3,1,4,1,1,4,1,1,4,0,0,0,2,2,0,0.525,7,6,7,7,1,1,1,1,2,2,7,2,3,9,3,0,1,1,0,0,0,0,0,1,0,0,1,"electrification, and likely new construction","It's important to consider economic viability and social equity in developing related policies or incentives.


Repeated from input above:
Economic incentives through allowing additional living space/suite when retrofitted to Step 5.There's opportunity for co-benefits with improving seismic resilience and housing affordability. Allowing two or more adjacent buildings to be retrofitted into a rowhouse strata, adding ""infill units"" in between the original houses i.e. turning side yards into small homes.We'll then only need to ""upgrade"" the exterior walls along the front and back of the buildings and extend them to close off the sideyards.There would not be a need to upgrade the side walls between the existing buildings. The additional small homes created will be an economic incentive to make the Step 5 retrofits viable."
25wc6,25,wc6,3,2,2,1,3,3,3,2,9,3,2,5,2,1,0,2,1,1,1,2,1,3,2,1,3,2,1,1,2,1,4,4,0,0.7,5,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,no response
17wc6,17,wc6,3,2,2,1,3,3,3,2,9,3,2,5,2,1,0,2,1,1,1,2,1,3,2,1,3,2,1,1,2,1,4,4,0,0.7,5,3,7,6,7,4,2,2,2,1,5,1,4,7,3,1,0,0,1,0,0,1,0,0,0,0,6,"A renovation in this type of area and income class is likely for non-energy reasons, opening door for retrofit.",no response
8wc6,8,wc6,3,2,2,1,3,3,3,2,9,3,2,5,2,1,0,2,1,1,1,2,1,3,2,1,3,2,1,1,2,1,4,4,0,0.7,7,6,6,6,7,5,4,3,5,3,4,4,6,8,3,0,0,0,1,0,1,0,1,0,0,0,6,the household characteristic,no response
19gwh6,19,gwh6,5,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,0,0,0,1,4,0,0.9569377990430622,1,3,6,5,7,7,7,7,7,1,7,2,3,5,4,0,1,1,0,1,0,0,0,0,0,0,6,"The protagonists' demographic (being parents with wide age spread and young family), their relative financial comfort (affluence via stability if not number of zeros), their investment in the house (valuing its design and caring enough to maintain it...and even enjoying the DIY aspect), and their desire to stay in a good neighbour as their kids grow, and the many options such a property affords to accommodating shifting living structures as they get old and their kids grow up (i.e. they could subdivide the house for one of their kid's family, and another could live in a new laneway house in the spacious back yard)","Given their ecological ethics, and the wife research background (as a journalist) and the husband's interest (and likely growing competence and confidence) in DIY projects, I expect they would already be hip to the need to improve their home's energy performance; and would do their own research to get up to speed on things they needed to do.

Given their financial stability, they are not hand to mouth, so would likely be well-served by a more conventional 'green grant' , 'green loan' mechanism. 

Given the husband's DIY interests, the coupling of retrofits into packages would be a more satisfying (and more effective) way for them to get further faster. The uprooting chaos of a comprehensive retrofit would be daunting thought with 2-3 small kids (and even more so with one in the oven); and an unstructured one-by-one approach could mean they would be in perpetual reno mode - also chaotic and stressful.

The 'best practices' component of the education campaign did give me pause, if this included DIY How-tos. Though again, given the husband's comfort in this space as outlined, I imagine they could figure this out on their own on-line and with the occasional help line chat with a seasoned Home Depot employee."
11gwh6,11,gwh6,5,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,0,0,0,1,4,0,0.9569377990430622,5,6,7,6,1,1,1,1,3,3,3,1,5,8,4,1,0,0,0,1,0,0,1,0,0,0,6,"The family income cannot support an extensive retrofit. They will likely stay in the house (this area has better schools) as they are cautios about childrens education. They will likely do some upgrades, but not sufficient enough to achieve Step 5.",no response
2gwh6,2,gwh6,5,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,0,0,0,1,4,0,0.9569377990430622,7,2,7,5,5,4,3,3,4,1,5,1,7,8,3,1,0,0,0,0,0,1,1,0,0,0,6,See previous,no response
2gwh6,2,gwh6,5,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,0,0,0,1,4,0,0.9569377990430622,7,2,7,6,5,4,2,1,5,3,6,4,7,8,3,0,0,0,1,0,0,1,1,0,0,0,6,"The building has a high aesthetic and heritage value. It is already heated primarily with electricity, and would be a good candidate for and air source heat pump retrofit.",no response
18sb1,18,sb1,2,3,2,2,3,2,3,4,9,5,3,4,1,0,1,1,5,2,5,1,5,1,1,5,3,2,1,0,0,0,3,4,0,0.6428571428571429,4,3,7,6,5,4,1,1,5,3,6,3,6,8,3,0,0,1,0,0,1,0,1,0,0,0,1,"By the time the furnace needs updated, it is likely that CoV will encourage/mandate heat pumps...",no response
1sb1,1,sb1,2,3,2,2,3,2,3,4,9,5,3,4,1,0,1,1,5,2,5,1,5,1,1,5,3,2,1,0,0,0,3,4,0,0.6428571428571429,5,3,5,5,6,5,4,4,5,2,5,5,7,8,3,0,0,0,0,1,0,1,1,0,0,0,1,"If the couple downsizes after the kids move out in the next 10 years, the house will likely be rebuilt (since it's in Shaughnessy, the added cost of rebuilding would be relatively small compared to the price of the property). If regulations require high efficiency new builds, the house could achieve high levels on the Step Code.","Like most existing buildings, the cost of retrofitting the building to achieve Step 5 would probably be better spent rebuilding the house with passive features incorporated. You can't retrofit the shape of a house to optimize window placement to catch light and wind. If Part 9 Code requires ""passive ready"" design, it's more likely a house will be carbon neutral by 2050."
18wc5,18,wc5,3,2,3,1,1,2,3,4,1,3,2,5,2,1,0,2,1,1,1,2,1,3,2,1,3,2,1,1,2,1,4,4,0,0.7,4,3,7,6,7,4,2,1,3,3,7,1,6,8,3,1,0,0,0,0,1,0,1,0,0,0,5,Already is all electric...,no response
9wc5,9,wc5,3,2,3,1,1,2,3,4,1,3,2,5,2,1,0,2,1,1,1,2,1,3,2,1,3,2,1,1,2,1,4,4,0,0.7,7,3,7,4,7,5,5,1,6,3,7,1,6,8,4,1,0,0,0,0,1,0,1,0,0,0,5,it is already all-electric and thus carbon free.,no response
17vs3,17,vs3,4,3,1,1,2,1,2,2,1,2,2,3,1,0,0,1,4,2,4,1,4,2,1,2,2,1,2,0,0,0,2,3,0,0.65,5,3,7,6,5,5,3,1,3,3,5,1,2,8,3,1,1,0,0,0,0,0,1,0,0,0,3,"No motivators for renewing the house for this particular user identity, I don't see drivers for them to sell and leave either.",It appears as though their is no major driver for this particular type of owner. It is my opinion that only larger forces (like a public narrative that made you a pariah if you didn't retrofit your home or regulation) would drive this kind of homeowner.
4vs3,4,vs3,4,3,1,1,2,1,2,2,1,2,2,3,1,0,0,1,4,2,4,1,4,2,1,2,2,1,2,0,0,0,2,3,0,0.65,7,6,7,7,1,1,1,1,2,2,7,2,3,9,3,0,1,1,0,0,0,0,0,1,0,0,3,"electrification, and perhaps rebuilt","It's important to consider economic viability and social equity in developing related policies or incentives.


Repeated from input above:
Economic incentives through allowing additional living space/suite when retrofitted to Step 5.There's opportunity for co-benefits with improving seismic resilience and housing affordability. Allowing two or more adjacent buildings to be retrofitted into a rowhouse strata, adding ""infill units"" in between the original houses i.e. turning side yards into small homes.We'll then only need to ""upgrade"" the exterior walls along the front and back of the buildings and extend them to close off the sideyards.There would not be a need to upgrade the side walls between the existing buildings. The additional small homes created will be an economic incentive to make the Step 5 retrofits viable."
17sb2,17,sb2,2,5,1,4,1,1,3,1,1,5,3,4,1,0,0,1,5,2,5,1,5,1,1,5,3,2,1,0,0,0,3,5,0,0.6428571428571429,5,3,7,6,7,5,3,1,5,2,5,1,7,9,3,1,0,0,0,0,0,1,0,1,0,0,2,"They will age out of the home before 2050 and it will be torn down and rebuilt to code, which will be carbon free by that time.",no response
9sb2,9,sb2,2,5,1,4,1,1,3,1,1,5,3,4,1,0,0,1,5,2,5,1,5,1,1,5,3,2,1,0,0,0,3,5,0,0.6428571428571429,7,3,7,4,7,4,3,1,5,3,7,5,6,8,4,0,0,0,0,1,1,0,1,0,0,0,2,"Hot water is already carbon free. Furnace must be replaced by 2025, most likely with another furnace but possibly with a heat pump. If not, this new furnace will need replacement before 2050 and by then retrofit regulations will require a heat pump.",no response
8mp5,8,mp5,1,4,1,5,3,2,3,1,1,1,2,2,1,0,0,1,5,1,5,1,5,1,1,4,1,1,5,0,0,0,2,4,0,0.525,7,6,6,6,3,1,1,1,3,2,3,4,6,8,3,0,0,0,1,0,1,0,1,0,0,0,5,Owners do not upgrade their home for energy efficiency voluntarily,no response
5sb6,5,sb6,2,3,2,2,1,3,3,5,1,5,3,4,1,0,1,1,5,2,5,1,5,1,1,5,3,2,1,0,0,0,3,4,0,0.6428571428571429,5,3,7,5,5,1,1,1,2,3,1,5,6,11,4,0,0,0,0,1,1,0,0,0,0,1,6,"Achieving Step 3 or greater would require improved air tightness and most importantly, central ventilation through an HRV. Adding HRV ducting to an existing home seems unlikely to me. In addition, the home would require major updates to the building envelope thermal performance as well as air tightness. I don't believe these are likely to happen due to the cost","Again, it comes down to the fact that to achieve high performance, major renovations would be required. At some point it is easier and more cost effective to replace the home entirely, which seems more likely with the land prices in Vancouver, particularly if this home on a large lot is replaced with a duplex or other more dense housing."
4gwh4,4,gwh4,5,3,1,1,3,3,3,4,1,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,0,0,0,1,3,0,0.9569377990430622,7,6,7,7,3,2,1,1,6,3,7,1,2,3,4,1,1,1,0,0,0,0,0,0,0,0,4,"electrification, with upgrade to building envelop, windows and mechanical systems; also considering home character and size for a relatively small lot.","Despite the possible high motivation of these homeowners to improve the environmental performance of their home, it's still very important to consider economic viability and social equity in developing related policies or incentives."
